plugin_id,cve,cvss_v2_0_base_score,fingerprint,risk,host,protocol,port,name,synopsis,description,solution,see_also,plugin_output,stig_severity,cvss_v3_0_base_score,cvss_v2_0_temporal_score,cvss_v3_0_temporal_score,risk_factor,bid,xref,mskb,plugin_publication_date,plugin_modification_date,timestamp,is_indexed_to_chroma,id,uuid
180253,"CVE-2023-3251,CVE-2023-3252,CVE-2023-3253",7.7,3fd34b2a4416df26,Medium,127.0.0.1,tcp,0,Tenable Nessus < 10.6.0 Multiple Vulnerabilities (TNS-2023-29),An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.,"According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.6.0. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-29 advisory.

  - A pass-back vulnerability exists where an authenticated, remote attacker with administrator privileges
    could uncover stored SMTP credentials within the Nessus application. (CVE-2023-3251)
    
  - An arbitrary file write vulnerability exists where an authenticated, remote attacker with administrator privileges
    could alter logging variables to overwrite arbitrary files on the remote host with log data, which could
    lead to a denial of service condition. (CVE-2023-3252)

  - An improper authorization vulnerability exists where an authenticated, low privileged remote attacker could 
    view a list of all the users available in the application. (CVE-2023-3253)

    The installation files can be obtained from the Tenable Downloads Portal
    (https://www.tenable.com/downloads/nessus). (CVE-2023-3251, CVE-2023-3252, CVE-2023-3253)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.",Upgrade to Tenable Nessus 10.6.0 or later.,"http://www.nessus.org/u?db90e0fd
https://www.tenable.com/security/TNS-2023-29","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.6.0
",I,6.5,5.7,5.7,High,,IAVA:2023-A-0445-S,,2023_08_29,2024_06_13,2025_06_18,,31,Z8ogOPbrSP8
181786,"CVE-2023-3251,CVE-2023-3252,CVE-2023-3253",7.7,826ec529de8249e8,Medium,127.0.0.1,tcp,0,Tenable Nessus < 10.5.5 Multiple Vulnerabilities (TNS-2023-31),An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.,"According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.5. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-31 advisory.

  - A pass-back vulnerability exists where an authenticated, remote attacker with administrator privileges
    could uncover stored SMTP credentials within the Nessus application. (CVE-2023-3251)    
    
  - An arbitrary file write vulnerability exists where an authenticated, remote attacker with administrator privileges
    could alter logging variables to overwrite arbitrary files on the remote host with log data, which could
    lead to a denial of service condition. (CVE-2023-3252)    
    
  - An improper authorization vulnerability exists where an authenticated, low privileged remote attacker could view 
    a list of all the users available in the application. (CVE-2023-3253)   
    
Tenable has released Nessus 10.5.5 to address these issues. The installation files can only be obtained via the Nessus Feed.   
(CVE-2023-3251, CVE-2023-3252, CVE-2023-3253)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.",Upgrade to Tenable Nessus 10.5.5 or later.,https://www.tenable.com/security/TNS-2023-31,"
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.5
",,6.5,5.7,5.7,High,,,,2023_09_22,2024_06_13,2025_06_18,,32,RG32My3OTP8
182230,,-1.0,35d10b5bb89a275f,Low,127.0.0.1,tcp,0,Tenable Nessus SEoL (10.2.x),An unsupported version of Tenable Nessus is installed on the remote host.,"According to its version, Tenable Nessus is 10.2.x. It is, therefore, no longer maintained by its vendor or provider.

Lack of support implies that no new security patches for the product will be released by the vendor. As a result, it may
contain security vulnerabilities.",Upgrade to a version of Tenable Nessus that is currently supported.,http://www.nessus.org/u?e7570286,"
  Path                                   : /opt/nessus
  Installed version                      : 10.2.0
  Security End of Life                   : December 31, 2023
  Time since Security End of Life (Est.) : >= 1 year
",,-1.0,-1.0,-1.0,Low,,,,2023_09_29,2023_11_02,2025_06_18,,33,4GVDx1yVCvz
184127,"CVE-2023-4807,CVE-2023-5847",6.8,f546d1eb673ac164,High,127.0.0.1,tcp,0,Tenable Nessus < 10.5.6 Multiple Vulnerabilities (TNS-2023-36),An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.,"According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.6. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-36 advisory.

  - Nessus leverages third-party software to help provide underlying functionality. One of the third-party
    components (OpenSSL) was found to contain vulnerabilities, and updated versions have been made available
    by the provider.Out of caution and in line with best practice, Tenable has opted to upgrade these
    components to address the potential impact of the issues. Nessus 10.5.6 updates OpenSSL to version 3.0.12
    to address the identified vulnerabilities.Additionally, one other vulnerability was discovered, reported
    and fixed:Under certain conditions, a low privileged attacker could load a specially crafted file during
    installation or upgrade to escalate privileges on Windows and Linux hosts. - CVE-2023-5847 Tenable has
    released Nessus 10.5.6 to address these issues. The installation files can only be obtained via the Nessus
    Feed. (CVE-2023-4807, CVE-2023-5847)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.",Upgrade to Tenable Nessus 10.5.6 or later.,https://www.tenable.com/security/TNS-2023-36,"
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.6
",I,7.8,5.0,6.8,Medium,,IAVA:2023-A-0606-S,,2023_11_01,2023_12_01,2025_06_18,,34,vABgJQOYS9z
184164,"CVE-2023-45853,CVE-2023-4807,CVE-2023-5847",8.3,9818dba465ef7414,High,127.0.0.1,tcp,0,Tenable Nessus < 10.6.2 Multiple Vulnerabilities (TNS-2023-37),An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.,"According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.6.2. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2023-37 advisory.

  - Nessus leverages third-party software to help provide underlying functionality. Several of the third-party
    components (OpenSSL, zlib) were found to contain vulnerabilities, and updated versions have been made
    available by the providers.Out of caution and in line with best practice, Tenable has opted to upgrade
    these components to address the potential impact of the issues. Nessus 10.6.2 updates OpenSSL to version
    3.0.12, and zlib fixes have been applied to address the identified vulnerabilities.Additionally, one other
    vulnerability was discovered, reported and fixed:Under certain conditions, a low privileged attacker could
    load a specially crafted file during installation or upgrade to escalate privileges on Windows and Linux
    hosts. - CVE-2023-5847 Tenable has released Nessus 10.6.2 to address these issues. The installation files
    can be obtained from the Tenable Downloads Portal (https://www.tenable.com/downloads/nessus).
    (CVE-2023-45853, CVE-2023-4807, CVE-2023-5847)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.",Upgrade to Tenable Nessus 10.6.2 or later.,https://www.tenable.com/security/TNS-2023-37,"
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.6.2
",I,8.8,6.1,7.7,High,,IAVA:2023-A-0606-S,,2023_11_01,2023_12_06,2025_06_18,,35,wGx7xl6rc68
186011,CVE-2023-6062,7.7,19160f73a126b7c0,Medium,127.0.0.1,tcp,0,Tenable Nessus < 10.5.7 (TNS-2023-39),An instance of Nessus installed on the remote system is affected by a vulnerability.,"According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.5.7. It
is, therefore, affected by a vulnerability as referenced in the TNS-2023-39 advisory.

  - An arbitrary file write vulnerability exists where an authenticated, remote attacker with administrator
    privileges on the Nessus application could alter Nessus Rules variables to overwrite arbitrary files on
    the remote host, which could lead to a denial of service condition. Tenable has released Nessus
    10.5.7 to address these issues. The installation files can only be obtained via the Nessus Feed.
    (CVE-2023-6062)

Note that Nessus has not tested for this issue but has instead relied only on the application's self-reported version
number.",Upgrade to Tenable Nessus 10.5.7 or later.,https://www.tenable.com/security/TNS-2023-39,"
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.5.7
",I,6.5,5.7,5.7,High,,IAVA:2023-A-0651-S,,2023_11_20,2024_06_13,2025_06_18,,36,mA0JM53lCK8
190097,"CVE-2024-0955,CVE-2024-0971",6.8,c92e64c23eba3c8b,Medium,127.0.0.1,tcp,0,Tenable Nessus < 10.7.0 Multiple Vulnerabilities (TNS-2024-01),An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.,"According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.7.0. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2024-01 advisory.

  - A stored XSS vulnerability exists where an authenticated, remote attacker with administrator privileges
    on the Nessus application could alter Nessus proxy settings, which could lead to the execution of remote
    arbitrary scripts. (CVE-2024-0955)

  - A SQL injection vulnerability exists where an authenticated, low-privileged remote attacker could potentially
    alter scan DB content. (CVE-2024-0971)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.",Upgrade to Tenable Nessus 10.7.0 or later.,https://www.tenable.com/security/TNS-2024-01,"
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.7.0
",I,6.5,5.3,5.9,Medium,,IAVA:2024-A-0072-S,,2024_02_07,2024_06_13,2025_06_18,,37,x8QrNgW9CpG
201456,,10.0,c220e89df3a6c69b,Critical,127.0.0.1,tcp,0,Canonical Ubuntu Linux SEoL (18.04.x),An unsupported version of Canonical Ubuntu Linux is installed on the remote host.,"According to its version, Canonical Ubuntu Linux is 18.04.x. It is, therefore, no longer maintained by its vendor or
provider.

Lack of support implies that no new security patches for the product will be released by the vendor. As a result, it may
contain security vulnerabilities.",Upgrade to a version of Canonical Ubuntu Linux that is currently supported.,https://ubuntu.com/blog/18-04-end-of-standard-support,"
  OS                                     : Canonical Ubuntu Linux 18.04.6 LTS (Bionic Beaver)
  Security End of Life                   : May 31, 2023
  Time since Security End of Life (Est.) : >= 1 year
",,10.0,-1.0,-1.0,Critical,,,,2024_07_03,2025_03_26,2025_06_18,,38,gzkwYPbrcjz
207062,"CVE-2024-45491,CVE-2024-45492,CVE-2024-6119",10.0,c5b6ace552ae7e44,Critical,127.0.0.1,tcp,0,Tenable Nessus < 10.8.3 Multiple Vulnerabilities (TNS-2024-15 & TNS-2024-16),An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.,"According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.8.3. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2024-15 and TNS-2024-16 advisories.

  - Nessus leverages third-party software to help provide underlying functionality. Several of the third-party
    components (OpenSSL, expat) were found to contain vulnerabilities, and updated versions have been made
    available by the providers.Out of caution and in line with best practice, Tenable has opted to upgrade
    these components to address the potential impact of the issues. Nessus Version 10.8.3 updates OpenSSL to
    version 3.0.15 and expat to version 2.6.3 to address the identified vulnerabilities. Tenable has released
    Nessus 10.8.3 to address these issues. The installation files can be obtained from the Tenable Downloads
    Portal: https://www.tenable.com/downloads/nessus (CVE-2024-45491, CVE-2024-45492, CVE-2024-6119)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.",Upgrade to Tenable Nessus 10.8.3 or later.,"https://docs.tenable.com/release-notes/Content/nessus/2024.htm?
https://www.tenable.com/security/TNS-2024-16
https://www.tenable.com/security/TNS-2024-15","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.7.6 / 10.8.3
",,9.8,7.4,8.5,Critical,,,,2024_09_12,2024_09_12,2025_06_18,,39,r8WY0P3Bc5A
234837,"CVE-2024-40896,CVE-2024-50602,CVE-2024-56171,CVE-2024-8176,CVE-2025-24928,CVE-2025-27113,CVE-2025-36625",7.8,9199b5a00c606f9c,High,127.0.0.1,tcp,0,Tenable Nessus < 10.8.4 Multiple Vulnerabilities (TNS-2025-05),An instance of Nessus installed on the remote system is affected by multiple vulnerabilities.,"According to its self-reported version, the Tenable Nessus application running on the remote host is prior to 10.8.4. It
is, therefore, affected by multiple vulnerabilities as referenced in the TNS-2025-05 advisory.

  - libxml2 before 2.12.10 and 2.13.x before 2.13.6 has a NULL pointer dereference in xmlPatMatch in
    pattern.c. (CVE-2025-27113)

  - In libxml2 2.11 before 2.11.9, 2.12 before 2.12.9, and 2.13 before 2.13.3, the SAX parser can produce
    events for external entities even if custom SAX handlers try to override entity content (by setting
    checked). This makes classic XXE attacks possible. (CVE-2024-40896)

  - An issue was discovered in libexpat before 2.6.4. There is a crash within the XML_ResumeParser function
    because XML_StopParser can stop/suspend an unstarted parser. (CVE-2024-50602)

  - libxml2 before 2.12.10 and 2.13.x before 2.13.6 has a use-after-free in xmlSchemaIDCFillNodeTables and
    xmlSchemaBubbleIDCNodeTables in xmlschemas.c. To exploit this, a crafted XML document must be validated
    against an XML schema with certain identity constraints, or a crafted XML schema must be used.
    (CVE-2024-56171)

  - A stack overflow vulnerability exists in the libexpat library due to the way it handles recursive entity
    expansion in XML documents. When parsing an XML document with deeply nested entity references, libexpat
    can be forced to recurse indefinitely, exhausting the stack space and causing a crash. This issue could
    lead to denial of service (DoS) or, in some cases, exploitable memory corruption, depending on the
    environment and library usage. (CVE-2024-8176)

  - libxml2 before 2.12.10 and 2.13.x before 2.13.6 has a stack-based buffer overflow in xmlSnprintfElements
    in valid.c. To exploit this, DTD validation must occur for an untrusted document or untrusted DTD. NOTE:
    this is similar to CVE-2017-9047. (CVE-2025-24928)

Note that Nessus has not tested for these issues but has instead relied only on the application's self-reported version
number.",Upgrade to Tenable Nessus 10.8.4 or later.,"https://docs.tenable.com/release-notes/Content/nessus/2025.htm#10.8.4
https://www.tenable.com/security/TNS-2025-05","
  Path              : /opt/nessus
  Installed version : 10.2.0
  Fixed version     : 10.8.4
",I,7.5,6.1,6.7,High,,IAVA:2025-A-0294,,2025_04_25,2025_04_25,2025_06_18,,40,K86kM1rdfvG
